txn_id,timestamp,txn_type,channel,amount,status,payer_upi,payee_upi,payer_device_id,payee_device_id,payer_city,payee_city,is_fraud,payer_lat,payer_lon,payee_lat,payee_lon
UPI1001590,2025-01-02 02:30:00,P2M,QR,683.55,SUCCESS,saipatla@okaxis,ekajacheri@okhdfcbank,dev_49824130,dev_3597734,Jaipur,Kolkata,0,26.914858,75.758389,22.631186,88.246229
UPI1026755,2025-01-19 13:55:00,P2P,Intent,935.86,SUCCESS,urishillav@okaxis,umangmenon@okicici,dev_40645730,dev_30324544,Mumbai,Jaipur,0,19.111019,72.779301,26.905993,75.895529
UPI1021758,2025-01-16 02:38:00,P2M,DeepLink,791.95,SUCCESS,hemanginik@okicici,iraganguly@okyesbank,dev_36574312,dev_72831141,Chennai,Hyderabad,0,13.042147,80.13518,17.365211,78.433796
UPI1003001,2025-01-03 02:01:00,P2M,QR,1578.17,SUCCESS,chatreshsh@okhdfcbank,yadavibaks@oksbi,dev_4628011,dev_85985116,Mumbai,Bengaluru,0,19.118619,72.802759,13.135397,77.711377
UPI1044111,2025-01-31 15:11:00,P2P,QR,116.88,SUCCESS,anitade@okaxis,maanavbal@oksbi,dev_20002995,dev_64386153,Kolkata,Chennai,0,22.617026,88.355151,13.187921,80.326337
UPI1043519,2025-01-31 05:19:00,P2M,QR,669.46,FAILED,jonathande@okaxis,anshsha@okyesbank,dev_46527540,dev_99304102,Delhi,Bengaluru,0,28.796449,77.021614,12.986499,77.402394
UPI1000628,2025-01-01 10:28:00,P2M,Intent,1925.53,SUCCESS,snehachopr@okicici,kavyareddy@okyesbank,dev_38892109,dev_21813364,Delhi,Hyderabad,0,28.579992,76.999895,17.256883,78.463834
UPI1020736,2025-01-15 09:36:00,P2P,QR,205.4,SUCCESS,gayathriro@okyesbank,gaurikakak@okhdfcbank,dev_84040297,dev_79966319,Bengaluru,Hyderabad,0,13.087343,77.776788,17.44407,78.378983
UPI1011902,2025-01-09 06:22:00,P2M,Intent,2797.41,SUCCESS,gavinbali@okaxis,vamakshiku@okhdfcbank,dev_89459301,dev_21470199,Chennai,Chennai,0,13.181963,80.158636,13.031426,80.207853
UPI1006366,2025-01-05 10:06:00,AutoPay,QR,195.3,SUCCESS,dominicdes@okhdfcbank,baljiwanbu@okyesbank,dev_94245101,dev_50285503,Delhi,Chennai,0,28.718145,77.182518,13.174624,80.285135
UPI1017132,2025-01-12 21:32:00,P2P,QR,316.3,SUCCESS,leenasami@okicici,jairajraja@okaxis,dev_44148468,dev_36402297,Mumbai,Delhi,0,19.068483,72.808886,28.641515,76.902067
UPI1009478,2025-01-07 13:58:00,P2P,QR,68.42,SUCCESS,peterrajag@okaxis,upkaarratt@okhdfcbank,dev_8577044,dev_21028012,Hyderabad,Bengaluru,0,17.387165,78.595069,12.901826,77.682757
UPI1041870,2025-01-30 01:50:00,P2P,Intent,723.75,SUCCESS,wakeetasri@oksbi,bhanumatip@okicici,dev_90864456,dev_85668440,Pune,Pune,0,18.460523,73.929099,18.430663,73.903699
UPI1012932,2025-01-09 23:32:00,P2M,QR,47.43,SUCCESS,chakradhar@okhdfcbank,chasmumgho@okhdfcbank,dev_80924263,dev_85250182,Kolkata,Pune,1,22.535103,88.359923,18.51726,73.823365
UPI1013641,2025-01-10 11:21:00,P2P,Intent,1640.6,SUCCESS,indrajitda@okyesbank,jhalakdas@okicici,dev_47017134,dev_48796082,Bengaluru,Bengaluru,0,13.144059,77.432569,13.035755,77.688519
UPI1019626,2025-01-14 15:06:00,P2M,Intent,3.11,SUCCESS,advaithcha@okyesbank,yuvrajmall@okhdfcbank,dev_21151283,dev_28588991,Mumbai,Kolkata,0,19.218485,72.816689,22.660349,88.338577
UPI1009951,2025-01-07 21:51:00,P2M,QR,1007.02,SUCCESS,radhikakar@okaxis,qadimmall@okaxis,dev_66055568,dev_45649290,Jaipur,Kolkata,0,26.875813,75.631945,22.472964,88.383979
UPI1028962,2025-01-21 02:42:00,P2P,QR,95.49,SUCCESS,manthandug@okaxis,yashawinid@okyesbank,dev_28984699,dev_78141179,Jaipur,Jaipur,0,26.909675,75.662284,26.908086,75.66353
UPI1028445,2025-01-20 18:05:00,P2P,DeepLink,1717.3,SUCCESS,hredhaanma@oksbi,nikitasaga@okyesbank,dev_43500186,dev_61429698,Chennai,Jaipur,0,13.182601,80.261252,26.947846,75.835133
UPI1019698,2025-01-14 16:18:00,P2P,QR,1555.61,SUCCESS,chameligho@okyesbank,zansichand@okaxis,dev_41471382,dev_3747206,Delhi,Chennai,0,28.435208,77.342766,13.189455,80.211548
UPI1044223,2025-01-31 17:03:00,P2P,QR,502.16,SUCCESS,nirjaradha@oksbi,atisaxena@okhdfcbank,dev_58568018,dev_71819487,Bengaluru,Pune,0,12.890883,77.652597,18.574652,73.848463
UPI1002996,2025-01-03 01:56:00,P2M,QR,2242.16,SUCCESS,aadhyaahlu@okicici,chaitanyal@okyesbank,dev_64710466,dev_46483351,Chennai,Pune,0,12.935415,80.232425,18.608307,73.849379
UPI1013637,2025-01-10 11:17:00,P2P,QR,285.38,SUCCESS,jacksondha@okyesbank,harinimada@oksbi,dev_3451750,dev_18552344,Chennai,Pune,0,12.950766,80.186111,18.430983,73.941247
UPI1022470,2025-01-16 14:30:00,P2M,Intent,1502.97,SUCCESS,pahalverma@okyesbank,wishisom@okhdfcbank,dev_88084367,dev_45733679,Delhi,Chennai,0,28.773981,77.337472,13.018307,80.25664
UPI1036086,2025-01-26 01:26:00,P2M,Intent,1531.68,SUCCESS,chatreshsh@okhdfcbank,ishwarrai@okhdfcbank,dev_51873075,dev_22851506,Hyderabad,Kolkata,0,17.411469,78.573088,22.425932,88.402137
UPI1028917,2025-01-21 01:57:00,P2P,Intent,72.02,SUCCESS,praneelsha@okicici,yagneshpat@okyesbank,dev_48570429,dev_54728507,Mumbai,Pune,0,19.057028,72.743237,18.430669,73.760278
UPI1017649,2025-01-13 06:09:00,P2M,QR,536.04,SUCCESS,atiraval@okyesbank,nehareddy@okhdfcbank,dev_90874705,dev_14702784,Mumbai,Pune,0,19.16509,72.827917,18.483541,73.731476
UPI1027955,2025-01-20 09:55:00,P2P,QR,438.27,SUCCESS,yachanasun@okhdfcbank,bhavikasib@okyesbank,dev_45045731,dev_5609635,Hyderabad,Kolkata,0,17.528129,78.332462,22.478356,88.476228
UPI1002854,2025-01-02 23:34:00,P2M,Intent,485.84,SUCCESS,yadavipras@okaxis,adwetagarg@oksbi,dev_85039368,dev_78606118,Chennai,Mumbai,0,13.048093,80.272056,19.270971,72.740135
UPI1013389,2025-01-10 07:09:00,P2P,QR,120.99,SUCCESS,rohannori@okicici,yadavigane@okhdfcbank,dev_16543728,dev_57255083,Mumbai,Pune,0,19.186595,72.913895,18.473825,73.83614
UPI1013048,2025-01-10 01:28:00,P2M,QR,839.75,SUCCESS,anyaraju@oksbi,devikachak@okyesbank,dev_57987937,dev_4091555,Mumbai,Jaipur,0,19.044602,72.85106,26.742993,75.771744
UPI1022332,2025-01-16 12:12:00,P2P,QR,1123.05,SUCCESS,kiaanrege@okhdfcbank,yatinom@oksbi,dev_92333079,dev_47928747,Kolkata,Delhi,0,22.595735,88.287053,28.548857,77.159721
UPI1030577,2025-01-22 05:37:00,AutoPay,QR,384.65,SUCCESS,aryahanda@okicici,nikitasekh@okhdfcbank,dev_52767119,dev_74224053,Chennai,Delhi,0,13.097263,80.238075,28.689016,76.942492
UPI1034734,2025-01-25 02:54:00,AutoPay,QR,354.69,FAILED,patricksod@okyesbank,champaktha@oksbi,dev_46756274,dev_13862782,Kolkata,Pune,0,22.436014,88.35041,18.557102,73.714595
UPI1019538,2025-01-14 13:38:00,P2M,Intent,871.66,SUCCESS,gautamidev@oksbi,meerapatla@okaxis,dev_59083265,dev_89059597,Mumbai,Delhi,0,19.288472,72.902447,28.501515,76.970557
UPI1039586,2025-01-28 11:46:00,P2M,Intent,2063.1,SUCCESS,sudikshada@okhdfcbank,krishatand@okaxis,dev_51886527,dev_57111079,Jaipur,Chennai,0,26.93279,75.67156,12.903727,80.161701
UPI1005572,2025-01-04 20:52:00,P2M,DeepLink,236.38,SUCCESS,aryansachd@okicici,rakshavenk@okyesbank,dev_98286003,dev_59893660,Delhi,Mumbai,0,28.511212,76.973777,19.227712,72.745738
UPI1047750,2025-02-03 03:50:00,P2M,QR,1496.14,SUCCESS,tanvipilla@okyesbank,sachiparik@okaxis,dev_74581770,dev_10433160,Hyderabad,Bengaluru,0,17.496995,78.382808,12.938369,77.633022
UPI1030963,2025-01-22 12:03:00,P2P,QR,971.85,SUCCESS,yachanabha@okyesbank,geetikajha@okhdfcbank,dev_74096115,dev_75215983,Delhi,Kolkata,0,28.453519,77.03478,22.57209,88.278084
UPI1035495,2025-01-25 15:35:00,P2M,QR,175.32,SUCCESS,teerthdhin@okyesbank,sudikshakh@okyesbank,dev_78414549,dev_50010325,Jaipur,Pune,0,26.972021,75.634894,18.466935,73.765832
UPI1020262,2025-01-15 01:42:00,P2M,QR,3282.78,SUCCESS,suhanidixi@okaxis,virajchada@okicici,dev_19746916,dev_63044199,Pune,Hyderabad,0,18.627465,73.943894,17.251785,78.308172
UPI1044659,2025-02-01 00:19:00,AutoPay,QR,692.35,SUCCESS,tanvivora@okyesbank,azaandugar@okicici,dev_85839069,dev_36727258,Chennai,Kolkata,0,13.027399,80.188783,22.565857,88.252954
UPI1021745,2025-01-16 02:25:00,P2P,QR,5924.97,SUCCESS,gayathriah@okyesbank,farhanseng@okaxis,dev_45196873,dev_59003463,Hyderabad,Pune,0,17.234225,78.313953,18.405626,73.753183
UPI1047248,2025-02-02 19:28:00,P2P,QR,958.42,SUCCESS,harishdube@okicici,rehaanbhat@oksbi,dev_64448779,dev_62203758,Pune,Chennai,0,18.684039,73.731924,12.959366,80.24421
UPI1036227,2025-01-26 03:47:00,P2M,Intent,225.18,SUCCESS,chavvimani@okicici,hardikgrew@okyesbank,dev_39383206,dev_98067745,Bengaluru,Hyderabad,0,12.84405,77.460138,17.585007,78.518726
UPI1028786,2025-01-20 23:46:00,P2M,Intent,9.42,SUCCESS,janyaagate@okaxis,qushibawa@okicici,dev_80310445,dev_97573632,Kolkata,Kolkata,0,22.468639,88.439674,22.537303,88.346866
UPI1035619,2025-01-25 17:39:00,P2M,Intent,331.35,SUCCESS,rohanbumb@okhdfcbank,advaithcha@oksbi,dev_57768794,dev_40165518,Pune,Delhi,0,18.528849,73.933113,28.77733,77.259431
UPI1045999,2025-02-01 22:39:00,P2M,DeepLink,805.48,SUCCESS,anviratti@okyesbank,tanmayiaro@okhdfcbank,dev_4756935,dev_33354665,Bengaluru,Mumbai,0,13.130756,77.670318,19.134709,72.904166
UPI1049512,2025-02-04 09:12:00,P2P,QR,638.61,SUCCESS,frederickb@oksbi,qabilvirk@okyesbank,dev_38329186,dev_83595954,Kolkata,Jaipur,0,22.683968,88.331563,26.727421,75.826976
UPI1044514,2025-01-31 21:54:00,P2M,QR,892.11,FAILED,theodoreta@oksbi,charannaid@okaxis,dev_15460040,dev_73105570,Jaipur,Jaipur,0,26.796948,75.606836,26.780274,75.887526
UPI1028683,2025-01-20 22:03:00,P2M,QR,226.41,SUCCESS,gaurivora@okaxis,garimasamp@okhdfcbank,dev_62020397,dev_54202280,Kolkata,Hyderabad,0,22.464941,88.236778,17.306285,78.554467
UPI1031548,2025-01-22 21:48:00,P2P,QR,1363.42,SUCCESS,manyatara@okhdfcbank,nathanmaha@okicici,dev_70834653,dev_13073874,Jaipur,Kolkata,0,26.77084,75.877964,22.425784,88.386086
UPI1031964,2025-01-23 04:44:00,P2M,Intent,71.61,SUCCESS,praneelmit@oksbi,theodoresa@okyesbank,dev_25177440,dev_4859870,Delhi,Chennai,0,28.73663,77.290578,13.17999,80.251224
UPI1009433,2025-01-07 13:13:00,AutoPay,QR,342.51,SUCCESS,anthonysan@okhdfcbank,praneelvar@okicici,dev_52405148,dev_60401612,Bengaluru,Bengaluru,0,12.904201,77.587031,12.990621,77.598241
UPI1022373,2025-01-16 12:53:00,P2M,Intent,207.29,SUCCESS,ekarajsubr@okyesbank,aarinisank@oksbi,dev_38132114,dev_63366607,Chennai,Bengaluru,0,13.006449,80.218228,13.039029,77.484021
UPI1021622,2025-01-16 00:22:00,P2P,QR,683.72,SUCCESS,aayushchau@oksbi,anitasavan@okicici,dev_86467443,dev_98556044,Hyderabad,Bengaluru,0,17.52627,78.485629,13.061144,77.572892
UPI1012451,2025-01-09 15:31:00,AutoPay,QR,1586.4,SUCCESS,daniellad@okicici,devchandra@okicici,dev_97108493,dev_6595478,Kolkata,Hyderabad,0,22.608929,88.272779,17.512238,78.440039
UPI1011799,2025-01-09 04:39:00,P2M,QR,84.82,SUCCESS,mohammedan@oksbi,vedikarama@oksbi,dev_22485785,dev_43868174,Kolkata,Jaipur,0,22.668534,88.46013,26.793478,75.748022
UPI1031388,2025-01-22 19:08:00,P2P,QR,163.02,FAILED,priyamody@okaxis,naveenrana@okhdfcbank,dev_26047975,dev_29622272,Pune,Bengaluru,0,18.610336,73.708179,13.117198,77.413944
UPI1020768,2025-01-15 10:08:00,P2P,QR,345.65,SUCCESS,widishakar@okyesbank,geetikatri@oksbi,dev_40243035,dev_96064719,Delhi,Bengaluru,0,28.749376,77.036006,13.00166,77.504687
UPI1004828,2025-01-04 08:28:00,P2P,QR,4917.31,SUCCESS,zayyandesa@okyesbank,aashipai@okhdfcbank,dev_20888868,dev_47075622,Kolkata,Chennai,0,22.65403,88.408456,13.144276,80.301253
UPI1014589,2025-01-11 03:09:00,P2P,QR,385.57,SUCCESS,pushtisach@okyesbank,indalilal@oksbi,dev_97193732,dev_89740277,Bengaluru,Bengaluru,0,12.946312,77.647659,12.943282,77.637979
UPI1001507,2025-01-02 01:07:00,P2M,Intent,266.88,SUCCESS,matthewnad@okaxis,nishabali@okicici,dev_42383257,dev_64187256,Bengaluru,Bengaluru,0,13.070705,77.657783,13.077585,77.563131
UPI1018612,2025-01-13 22:12:00,AutoPay,QR,547.7,PENDING,vanyasolan@okyesbank,arunimados@okicici,dev_30051301,dev_61124040,Mumbai,Mumbai,0,19.020388,72.838983,19.091975,72.848804
UPI1019302,2025-01-14 09:42:00,P2M,Intent,1291.02,SUCCESS,yagneshkos@okaxis,udarshdara@okaxis,dev_58681017,dev_82113086,Hyderabad,Mumbai,0,17.560816,78.478121,19.147071,72.782544
UPI1038309,2025-01-27 14:29:00,P2P,QR,23.76,SUCCESS,aryasharaf@okhdfcbank,oshawable@okhdfcbank,dev_30791983,dev_66216679,Bengaluru,Delhi,0,12.996815,77.427264,28.458209,77.054463
UPI1001738,2025-01-02 04:58:00,P2P,Intent,204.37,FAILED,nitarawagl@okaxis,nimratmann@okicici,dev_20345696,dev_68574241,Kolkata,Hyderabad,0,22.423209,88.37039,17.334467,78.381682
UPI1035875,2025-01-25 21:55:00,P2P,QR,322.95,SUCCESS,girindrasa@okicici,krishbains@okyesbank,dev_97387089,dev_93173073,Pune,Jaipur,0,18.677893,73.82686,26.975955,75.70457
UPI1047067,2025-02-02 16:27:00,P2P,QR,321.16,SUCCESS,davidvirk@okyesbank,haritavyas@okaxis,dev_30348230,dev_36793111,Pune,Pune,0,18.555879,73.803246,18.534758,73.817479
UPI1005114,2025-01-04 13:14:00,P2M,QR,206.53,SUCCESS,udantpande@okyesbank,olivergala@okaxis,dev_46846354,dev_85945805,Hyderabad,Chennai,0,17.489896,78.410936,13.062266,80.267453
UPI1024906,2025-01-18 07:06:00,P2P,QR,594.4,SUCCESS,triyazacha@okhdfcbank,geetikaram@okicici,dev_32640416,dev_84131643,Hyderabad,Delhi,0,17.469639,78.316003,28.68258,77.172672
UPI1007635,2025-01-06 07:15:00,P2M,DeepLink,410.05,SUCCESS,saumyavirk@okaxis,edhithades@okaxis,dev_63604595,dev_69976387,Jaipur,Pune,0,26.924849,75.753451,18.63449,73.824002
UPI1014398,2025-01-10 23:58:00,P2P,QR,71.3,SUCCESS,ishadivan@okaxis,devikakala@okyesbank,dev_58580357,dev_36574312,Hyderabad,Chennai,0,17.307367,78.339304,12.917057,80.123219
UPI1036170,2025-01-26 02:50:00,P2M,Intent,2427.08,SUCCESS,alkagarg@okhdfcbank,revamallic@okhdfcbank,dev_70244464,dev_31205994,Hyderabad,Kolkata,0,17.221786,78.389182,22.426943,88.383299
UPI1009183,2025-01-07 09:03:00,AutoPay,Intent,459.16,FAILED,rajeshriya@okhdfcbank,pavanirama@okicici,dev_90083330,dev_12367703,Bengaluru,Hyderabad,0,13.166225,77.493524,17.297636,78.405848
UPI1036796,2025-01-26 13:16:00,P2M,QR,809.51,SUCCESS,neelkari@okyesbank,vamakshida@okaxis,dev_22417946,dev_96137022,Hyderabad,Mumbai,0,17.202581,78.525248,19.276043,72.935926
UPI1037622,2025-01-27 03:02:00,P2P,QR,252.89,SUCCESS,dhruvwason@oksbi,triveniraj@oksbi,dev_6236840,dev_15782098,Bengaluru,Chennai,0,12.985875,77.652359,13.049778,80.342164
UPI1001655,2025-01-02 03:35:00,P2P,DeepLink,188.6,SUCCESS,fitanhari@okhdfcbank,ekiyamital@okyesbank,dev_85864932,dev_76138031,Pune,Hyderabad,0,18.426587,73.766499,17.470419,78.507375
UPI1004326,2025-01-04 00:06:00,P2P,Intent,1415.41,SUCCESS,meghagoel@okaxis,tarakranga@okyesbank,dev_3238997,dev_70217415,Jaipur,Mumbai,0,26.776739,75.607697,19.182295,72.948368
UPI1027377,2025-01-20 00:17:00,P2M,Intent,406.69,SUCCESS,noahbasak@okaxis,turvikeer@oksbi,dev_36727954,dev_99507071,Hyderabad,Mumbai,0,17.508327,78.497716,19.139483,72.81108
UPI1019044,2025-01-14 05:24:00,P2M,QR,606.23,SUCCESS,loganjaggi@oksbi,brindapanc@okaxis,dev_39052402,dev_67183413,Hyderabad,Kolkata,0,17.584439,78.444196,22.437896,88.402074
UPI1044328,2025-01-31 18:48:00,P2P,QR,1433.97,SUCCESS,tarakvarke@okicici,nakshgade@oksbi,dev_53511921,dev_47375440,Kolkata,Bengaluru,0,22.493992,88.227891,13.115178,77.582496
UPI1009661,2025-01-07 17:01:00,P2P,QR,296.33,SUCCESS,manbirchee@okyesbank,bishakhaka@okyesbank,dev_42922196,dev_33603618,Jaipur,Jaipur,0,26.842197,75.697786,26.983538,75.650953
UPI1015914,2025-01-12 01:14:00,P2P,QR,1391.52,SUCCESS,jatinsani@okyesbank,vasatikaka@okhdfcbank,dev_3295680,dev_57842351,Kolkata,Bengaluru,0,22.63423,88.492722,13.09635,77.667783
UPI1025466,2025-01-18 16:26:00,P2P,DeepLink,77.99,SUCCESS,yuvrajpadm@okyesbank,anjalivenk@oksbi,dev_96769260,dev_60432726,Pune,Chennai,0,18.553598,73.897818,12.944131,80.302445
UPI1013610,2025-01-10 10:50:00,P2P,QR,508.51,SUCCESS,chamelitar@okicici,ryansaraf@oksbi,dev_94654600,dev_88652507,Hyderabad,Mumbai,0,17.250869,78.508789,19.160825,72.847021
UPI1011670,2025-01-09 02:30:00,P2P,QR,463.59,SUCCESS,manthandeo@okhdfcbank,darikakuri@oksbi,dev_75767782,dev_78890555,Chennai,Hyderabad,0,13.14889,80.201255,17.216555,78.569275
UPI1001219,2025-01-01 20:19:00,P2M,QR,6132.73,SUCCESS,eiravatidh@oksbi,atisane@oksbi,dev_73717544,dev_64639103,Jaipur,Delhi,0,26.969517,75.726228,28.462867,77.139013
UPI1038863,2025-01-27 23:43:00,P2M,QR,1057.81,SUCCESS,gopalmukho@okaxis,henrydhar@okaxis,dev_45144995,dev_18313145,Kolkata,Pune,0,22.65311,88.230019,18.598283,73.893041
UPI1012557,2025-01-09 17:17:00,P2P,DeepLink,1817.86,SUCCESS,iryagulati@okaxis,aaravtank@okhdfcbank,dev_90859730,dev_18296381,Mumbai,Hyderabad,0,19.213425,72.708672,17.499636,78.355034
UPI1039143,2025-01-28 04:23:00,P2P,QR,984.72,SUCCESS,kiaanbuch@okaxis,geetikahay@okaxis,dev_49601999,dev_48122424,Delhi,Delhi,0,28.765294,77.092156,28.434606,77.204238
UPI1035508,2025-01-25 15:48:00,P2P,Intent,1511.87,SUCCESS,vaishnavib@okhdfcbank,harinitara@oksbi,dev_69170985,dev_39412957,Chennai,Mumbai,0,13.192531,80.161649,19.017505,72.775738
UPI1011852,2025-01-09 05:32:00,P2M,Intent,2085.07,SUCCESS,lavanyabha@okaxis,udyatidash@oksbi,dev_11715574,dev_22219187,Delhi,Bengaluru,0,28.734323,76.951892,13.074516,77.728625
UPI1013238,2025-01-10 04:38:00,P2M,QR,439.89,SUCCESS,girindrase@okyesbank,eshanarava@okaxis,dev_17053834,dev_3375323,Delhi,Bengaluru,0,28.572772,77.227391,13.163391,77.770207
UPI1029950,2025-01-21 19:10:00,P2P,QR,4034.24,SUCCESS,lajitawabl@okaxis,triyaroy@okhdfcbank,dev_93991687,dev_94757026,Chennai,Hyderabad,0,12.952955,80.270477,17.592877,78.47126
UPI1027984,2025-01-20 10:24:00,P2M,QR,65.13,SUCCESS,abdulbalay@okicici,azadsavant@okyesbank,dev_21660669,dev_53577347,Hyderabad,Mumbai,0,17.43183,78.331943,19.06091,72.740219
UPI1022090,2025-01-16 08:10:00,P2M,Intent,503.04,SUCCESS,harishprad@okyesbank,samarchaha@okicici,dev_69482184,dev_5193857,Jaipur,Mumbai,0,26.736916,75.703486,19.174083,72.865231
UPI1048989,2025-02-04 00:29:00,P2M,QR,113.36,SUCCESS,charlesmun@okhdfcbank,qadimmane@oksbi,dev_83958329,dev_37136179,Jaipur,Chennai,0,26.908149,75.87315,13.092591,80.102169
UPI1040639,2025-01-29 05:19:00,P2M,QR,277.43,FAILED,eeshashank@okicici,indrajitke@okhdfcbank,dev_42222615,dev_47523762,Bengaluru,Jaipur,0,12.809196,77.466048,26.970032,75.756322
UPI1028911,2025-01-21 01:51:00,P2P,Intent,332.58,SUCCESS,nathankade@okhdfcbank,timothykan@okyesbank,dev_53425917,dev_52588028,Kolkata,Kolkata,0,22.524223,88.496871,22.451428,88.383547
UPI1008570,2025-01-06 22:50:00,P2M,DeepLink,301.95,SUCCESS,georgedeva@okyesbank,xalakchhab@oksbi,dev_74888481,dev_31071659,Delhi,Hyderabad,0,28.463323,77.162035,17.312018,78.427042
UPI1038431,2025-01-27 16:31:00,P2P,Intent,804.85,SUCCESS,manyabhat@okicici,aarnavsing@oksbi,dev_41425891,dev_78143162,Chennai,Bengaluru,0,13.086949,80.165361,13.105201,77.653289
UPI1040525,2025-01-29 03:25:00,P2M,DeepLink,379.89,SUCCESS,miteshgoll@okaxis,kevinchawl@okicici,dev_95302081,dev_18974102,Pune,Bengaluru,0,18.671709,73.871678,13.026945,77.73549
UPI1035549,2025-01-25 16:29:00,P2M,Intent,196.68,SUCCESS,nathanield@okyesbank,lopavarghe@okyesbank,dev_55661299,dev_79308332,Bengaluru,Chennai,0,12.944871,77.673333,13.038254,80.116218
UPI1029487,2025-01-21 11:27:00,P2M,Intent,1115.67,SUCCESS,janakisarm@okaxis,barkhawali@okyesbank,dev_75363276,dev_12591301,Delhi,Jaipur,0,28.684723,77.109959,26.946062,75.750135
UPI1026037,2025-01-19 01:57:00,P2P,Intent,727.01,SUCCESS,dayamaihan@okyesbank,gangajayar@okicici,dev_10351674,dev_59842059,Jaipur,Chennai,0,26.811217,75.666878,13.073078,80.309292
UPI1019370,2025-01-14 10:50:00,P2M,DeepLink,613.32,SUCCESS,theodoreba@okyesbank,ekanishan@okhdfcbank,dev_68073766,dev_15717070,Jaipur,Hyderabad,0,26.925797,75.740959,17.579901,78.370819
UPI1044734,2025-02-01 01:34:00,P2P,QR,266.69,SUCCESS,diptalanka@okhdfcbank,yastisesha@okaxis,dev_30911577,dev_62329036,Chennai,Kolkata,0,13.121904,80.333839,22.698232,88.481783
UPI1006915,2025-01-05 19:15:00,P2P,Intent,561.48,SUCCESS,imarangosw@okyesbank,tanishkuma@okhdfcbank,dev_54492763,dev_27774590,Delhi,Delhi,0,28.40707,77.079386,28.662108,76.965003
UPI1014998,2025-01-11 09:58:00,P2P,QR,448.16,SUCCESS,bimalabasu@okaxis,ekavirkada@okaxis,dev_46014372,dev_1081337,Hyderabad,Delhi,0,17.432455,78.309614,28.743444,77.115555
UPI1016750,2025-01-12 15:10:00,P2P,QR,295.29,SUCCESS,triyaram@okicici,ladlivasa@oksbi,dev_55774558,dev_18676369,Delhi,Pune,0,28.670173,76.960786,18.496027,73.837199
UPI1029959,2025-01-21 19:19:00,P2P,DeepLink,1086.38,SUCCESS,fiyazbawa@okyesbank,taragera@okicici,dev_54533360,dev_61856797,Hyderabad,Pune,0,17.486932,78.489095,18.539223,73.71224
UPI1028856,2025-01-21 00:56:00,P2M,QR,133.78,SUCCESS,anyabarman@okhdfcbank,gunbirsamr@oksbi,dev_43159846,dev_73524902,Delhi,Mumbai,0,28.693704,77.261093,19.2316,72.765376
UPI1038911,2025-01-28 00:31:00,P2M,Intent,11.55,SUCCESS,bhavyadutt@oksbi,abhimanyun@okicici,dev_10365607,dev_55028948,Bengaluru,Delhi,0,13.047939,77.619672,28.738711,76.946738
UPI1005843,2025-01-05 01:23:00,P2P,QR,990.57,SUCCESS,yadavisain@okaxis,hredhaanpa@okaxis,dev_9582299,dev_76304465,Chennai,Bengaluru,0,13.047485,80.166317,13.087318,77.728913
UPI1015769,2025-01-11 22:49:00,P2P,QR,294.55,SUCCESS,mugdhachad@okyesbank,chandaniva@okyesbank,dev_42575403,dev_71356270,Hyderabad,Delhi,0,17.310381,78.441586,28.456454,76.95998
UPI1027098,2025-01-19 19:38:00,P2M,Intent,1002.03,SUCCESS,harinakshi@okaxis,adityasubr@oksbi,dev_95734041,dev_52359279,Chennai,Chennai,1,12.997692,80.246887,13.097912,80.223258
UPI1034726,2025-01-25 02:46:00,P2M,QR,1693.68,SUCCESS,chandreshc@okaxis,varshaduga@oksbi,dev_12232377,dev_31909672,Chennai,Jaipur,0,12.915527,80.284186,26.800007,75.737581
UPI1020930,2025-01-15 12:50:00,P2P,QR,1038.98,SUCCESS,nandiniger@okaxis,bhavinidat@oksbi,dev_41405397,dev_11606466,Kolkata,Pune,0,22.643337,88.480511,18.613633,73.896271
UPI1012313,2025-01-09 13:13:00,P2P,Intent,221.37,SUCCESS,anjalikaur@okicici,revabhatta@oksbi,dev_91050318,dev_90025303,Kolkata,Bengaluru,0,22.566814,88.331989,12.938713,77.715754
UPI1008293,2025-01-06 18:13:00,P2M,Intent,1106.48,SUCCESS,unnatipatl@okicici,xaviermurt@oksbi,dev_66176962,dev_41362195,Hyderabad,Bengaluru,0,17.536223,78.369363,13.159083,77.433979
UPI1049408,2025-02-04 07:28:00,P2P,QR,315.47,SUCCESS,teerthpatl@oksbi,miteshmurt@okyesbank,dev_5254967,dev_34270520,Kolkata,Pune,0,22.421432,88.408684,18.539381,73.947899
UPI1022319,2025-01-16 11:59:00,P2M,QR,93.08,SUCCESS,ojasviraja@oksbi,wishipai@okicici,dev_76212554,dev_74122126,Delhi,Chennai,0,28.58536,77.226873,12.953418,80.304513
UPI1020486,2025-01-15 05:26:00,P2M,Intent,1236.83,SUCCESS,adwetadhal@okhdfcbank,theodorera@oksbi,dev_59770440,dev_64459777,Chennai,Kolkata,0,13.019177,80.105579,22.457653,88.334577
UPI1022610,2025-01-16 16:50:00,P2M,QR,176.96,SUCCESS,onkarmamme@oksbi,samarhayre@okaxis,dev_21802697,dev_13434585,Mumbai,Pune,0,19.220546,72.701469,18.64632,73.885753
UPI1012465,2025-01-09 15:45:00,P2P,Intent,1951.69,SUCCESS,yoshitaset@okicici,naveenpatl@okyesbank,dev_29748123,dev_97996242,Chennai,Jaipur,0,12.950589,80.136161,26.893344,75.69619
